task,choices,response,response_type,domain,gender,age,id_seq
No;fencers;campers/Some;fencers;engineers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|No;campers;engineers|No;engineers;campers|NVC,No;campers;engineers,single-choice,syllogistic,female,58,100_8_R
Some;brokers;agents/No;secretaries;agents,All;brokers;secretaries|All;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|NVC,Some not;secretaries;brokers,single-choice,syllogistic,female,58,100_9_R
Some;cyclists;buyers/Some;students;cyclists,All;buyers;students|All;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|No;buyers;students|No;students;buyers|NVC,Some;buyers;students,single-choice,syllogistic,female,58,100_10_R
No;actors;workers/No;painters;workers,All;actors;painters|All;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|No;actors;painters|No;painters;actors|NVC,Some not;actors;painters,single-choice,syllogistic,female,58,100_11_R
Some;skaters;climbers/Some not;therapists;climbers,All;skaters;therapists|All;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|No;skaters;therapists|No;therapists;skaters|NVC,Some not;skaters;therapists,single-choice,syllogistic,female,58,100_12_R
No;farmers;scholars/Some not;farmers;assistants,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,Some not;assistants;scholars,single-choice,syllogistic,female,58,100_13_R
Some not;divers;linguists/Some not;divers;carpenters,All;linguists;carpenters|All;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|NVC,NVC,single-choice,syllogistic,female,58,100_14_R
Some;butchers;tutors/Some not;packers;butchers,All;tutors;packers|All;packers;tutors|Some;tutors;packers|Some;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|No;tutors;packers|No;packers;tutors|NVC,Some not;packers;tutors,single-choice,syllogistic,female,58,100_15_R
Some not;runners;scientists/Some not;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|No;runners;chefs|No;chefs;runners|NVC,Some not;runners;chefs,single-choice,syllogistic,female,58,100_16_R
No;painters;auditors/All;cleaners;painters,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|NVC,No;cleaners;auditors,single-choice,syllogistic,female,58,100_17_R
Some not;joggers;counselors/No;counselors;riders,All;joggers;riders|All;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|No;joggers;riders|No;riders;joggers|NVC,Some not;joggers;riders,single-choice,syllogistic,female,58,100_18_R
Some not;sailors;chemists/Some;potters;sailors,All;chemists;potters|All;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|No;chemists;potters|No;potters;chemists|NVC,Some;potters;chemists,single-choice,syllogistic,female,58,100_19_R
No;teachers;golfers/Some not;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|No;teachers;bankers|No;bankers;teachers|NVC,Some;teachers;bankers,single-choice,syllogistic,female,58,100_20_R
No;drivers;hikers/No;writers;drivers,All;hikers;writers|All;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|No;hikers;writers|No;writers;hikers|NVC,No;writers;hikers,single-choice,syllogistic,female,58,100_21_R
Some;singers;tailors/Some;pilots;tailors,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|No;singers;pilots|No;pilots;singers|NVC,NVC,single-choice,syllogistic,female,58,100_22_R
All;waiters;poets/Some not;cashiers;waiters,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|No;poets;cashiers|No;cashiers;poets|NVC,Some not;cashiers;poets,single-choice,syllogistic,female,58,100_23_R
Some not;sculptors;gamblers/No;bakers;gamblers,All;sculptors;bakers|All;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|NVC,NVC,single-choice,syllogistic,female,58,100_24_R
All;tellers;climbers/Some;climbers;doctors,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|No;tellers;doctors|No;doctors;tellers|NVC,Some;tellers;doctors,single-choice,syllogistic,female,58,100_25_R
All;models;clerks/No;models;managers,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,No;managers;clerks,single-choice,syllogistic,female,58,100_26_R
Some not;poets;miners/Some not;miners;skaters,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|No;poets;skaters|No;skaters;poets|NVC,NVC,single-choice,syllogistic,female,58,100_27_R
All;barbers;jugglers/Some not;barbers;investors,All;jugglers;investors|All;investors;jugglers|Some;jugglers;investors|Some;investors;jugglers|Some not;jugglers;investors|Some not;investors;jugglers|No;jugglers;investors|No;investors;jugglers|NVC,Some;jugglers;investors,single-choice,syllogistic,female,58,100_28_R
Some;designers;trainers/No;designers;architects,All;trainers;architects|All;architects;trainers|Some;trainers;architects|Some;architects;trainers|Some not;trainers;architects|Some not;architects;trainers|No;trainers;architects|No;architects;trainers|NVC,No;architects;trainers,single-choice,syllogistic,female,58,100_29_R
No;dancers;typists/All;dancers;boxers,All;typists;boxers|All;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|No;typists;boxers|No;boxers;typists|NVC,All;boxers;typists,single-choice,syllogistic,female,58,100_30_R
All;lawyers;athletes/Some not;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|NVC,No;lawyers;hunters,single-choice,syllogistic,female,58,100_31_R
No;climbers;tellers/Some;doctors;climbers,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|No;tellers;doctors|No;doctors;tellers|NVC,Some;doctors;tellers,single-choice,syllogistic,female,58,100_32_R
All;bankers;golfers/All;teachers;bankers,All;golfers;teachers|All;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|No;golfers;teachers|No;teachers;golfers|NVC,All;golfers;teachers,single-choice,syllogistic,female,58,100_33_R
All;secretaries;agents/Some;secretaries;brokers,All;agents;brokers|All;brokers;agents|Some;agents;brokers|Some;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|No;agents;brokers|No;brokers;agents|NVC,Some not;brokers;agents,single-choice,syllogistic,female,58,100_34_R
All;artists;planners/No;planners;surfers,All;artists;surfers|All;surfers;artists|Some;artists;surfers|Some;surfers;artists|Some not;artists;surfers|Some not;surfers;artists|No;artists;surfers|No;surfers;artists|NVC,All;surfers;artists,single-choice,syllogistic,female,58,100_35_R
All;barbers;investors/No;jugglers;barbers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,No;jugglers;investors,single-choice,syllogistic,female,58,100_36_R
Some not;carpenters;linguists/Some;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|No;carpenters;divers|No;divers;carpenters|NVC,NVC,single-choice,syllogistic,female,58,100_37_R
Some;lawyers;athletes/All;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|NVC,Some;lawyers;hunters,single-choice,syllogistic,female,58,100_38_R
No;potters;sailors/Some;sailors;chemists,All;potters;chemists|All;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|No;potters;chemists|No;chemists;potters|NVC,Some;chemists;potters,single-choice,syllogistic,female,58,100_39_R
Some not;cleaners;painters/Some;auditors;painters,All;cleaners;auditors|All;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|NVC,Some;cleaners;auditors,single-choice,syllogistic,female,58,100_40_R
No;analysts;travelers/Some;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,Some not;novelists;analysts,single-choice,syllogistic,female,58,100_41_R
Some;mayors;cooks/Some;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|NVC,Some;mayors;swimmers,single-choice,syllogistic,female,58,100_42_R
Some not;singers;pilots/All;tailors;singers,All;pilots;tailors|All;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|No;pilots;tailors|No;tailors;pilots|NVC,Some;tailors;pilots,single-choice,syllogistic,female,58,100_43_R
All;buyers;cyclists/All;buyers;students,All;cyclists;students|All;students;cyclists|Some;cyclists;students|Some;students;cyclists|Some not;cyclists;students|Some not;students;cyclists|No;cyclists;students|No;students;cyclists|NVC,All;students;cyclists,single-choice,syllogistic,female,58,100_44_R
All;counselors;riders/Some;joggers;riders,All;counselors;joggers|All;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|No;counselors;joggers|No;joggers;counselors|NVC,Some;counselors;joggers,single-choice,syllogistic,female,58,100_45_R
Some;soldiers;florists/Some not;florists;editors,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|No;soldiers;editors|No;editors;soldiers|NVC,NVC,single-choice,syllogistic,female,58,100_46_R
Some;packers;tutors/Some not;packers;butchers,All;tutors;butchers|All;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|No;tutors;butchers|No;butchers;tutors|NVC,NVC,single-choice,syllogistic,female,58,100_47_R
No;boxers;opticians/Some not;actuaries;opticians,All;boxers;actuaries|All;actuaries;boxers|Some;boxers;actuaries|Some;actuaries;boxers|Some not;boxers;actuaries|Some not;actuaries;boxers|No;boxers;actuaries|No;actuaries;boxers|NVC,Some;actuaries;boxers,single-choice,syllogistic,female,58,100_48_R
All;clerks;models/No;managers;models,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,No;managers;clerks,single-choice,syllogistic,female,58,100_49_R
Some;skaters;climbers/All;climbers;therapists,All;skaters;therapists|All;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|No;skaters;therapists|No;therapists;skaters|NVC,Some;therapists;skaters,single-choice,syllogistic,female,58,100_50_R
Some not;dentists;lifeguards/Some not;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|NVC,NVC,single-choice,syllogistic,female,58,100_51_R
Some not;dancers;boxers/No;dancers;typists,All;boxers;typists|All;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|No;boxers;typists|No;typists;boxers|NVC,No;typists;boxers,single-choice,syllogistic,female,58,100_52_R
Some;sculptors;bakers/Some;sculptors;gamblers,All;bakers;gamblers|All;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|NVC,Some not;gamblers;bakers,single-choice,syllogistic,female,58,100_53_R
No;campers;fencers/All;fencers;engineers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|No;campers;engineers|No;engineers;campers|NVC,No;campers;engineers,single-choice,syllogistic,female,58,100_54_R
Some;miners;skaters/No;poets;miners,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|No;skaters;poets|No;poets;skaters|NVC,Some not;poets;skaters,single-choice,syllogistic,female,58,100_55_R
Some not;drivers;hikers/All;drivers;writers,All;hikers;writers|All;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|No;hikers;writers|No;writers;hikers|NVC,NVC,single-choice,syllogistic,female,58,100_56_R
No;architects;trainers/No;architects;designers,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|No;trainers;designers|No;designers;trainers|NVC,No;trainers;designers,single-choice,syllogistic,female,58,100_57_R
Some not;scientists;runners/All;chefs;runners,All;scientists;chefs|All;chefs;scientists|Some;scientists;chefs|Some;chefs;scientists|Some not;scientists;chefs|Some not;chefs;scientists|No;scientists;chefs|No;chefs;scientists|NVC,Some;chefs;scientists,single-choice,syllogistic,female,58,100_58_R
Some;farmers;scholars/All;assistants;farmers,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,Some;scholars;assistants,single-choice,syllogistic,female,58,100_59_R
Some not;brewers;judges/All;judges;porters,All;brewers;porters|All;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|No;brewers;porters|No;porters;brewers|NVC,Some;porters;brewers,single-choice,syllogistic,female,58,100_60_R
No;drillers;actors/No;actors;nurses,All;drillers;nurses|All;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|No;drillers;nurses|No;nurses;drillers|NVC,No;nurses;drillers,single-choice,syllogistic,female,58,100_61_R
Some;painters;actors/No;actors;workers,All;painters;workers|All;workers;painters|Some;painters;workers|Some;workers;painters|Some not;painters;workers|Some not;workers;painters|No;painters;workers|No;workers;painters|NVC,Some;painters;workers,single-choice,syllogistic,female,58,100_62_R
All;poets;cashiers/All;waiters;cashiers,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|No;poets;waiters|No;waiters;poets|NVC,All;poets;waiters,single-choice,syllogistic,female,58,100_63_R
No;singers;pilots/All;tailors;pilots,All;singers;tailors|All;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|No;singers;tailors|No;tailors;singers|NVC,No;singers;tailors,single-choice,syllogistic,male,30,101_0_R
All;plumbers;lifeguards/All;lifeguards;dentists,All;plumbers;dentists|All;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|NVC,All;plumbers;dentists,single-choice,syllogistic,male,30,101_1_R
Some;cashiers;poets/All;cashiers;waiters,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|No;poets;waiters|No;waiters;poets|NVC,Some;poets;waiters,single-choice,syllogistic,male,30,101_2_R
All;agents;brokers/Some;secretaries;agents,All;brokers;secretaries|All;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|NVC,Some;secretaries;brokers,single-choice,syllogistic,male,30,101_3_R
All;barbers;jugglers/No;barbers;investors,All;jugglers;investors|All;investors;jugglers|Some;jugglers;investors|Some;investors;jugglers|Some not;jugglers;investors|Some not;investors;jugglers|No;jugglers;investors|No;investors;jugglers|NVC,No;jugglers;investors,single-choice,syllogistic,male,30,101_4_R
Some not;teachers;bankers/Some not;golfers;teachers,All;bankers;golfers|All;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|No;bankers;golfers|No;golfers;bankers|NVC,NVC,single-choice,syllogistic,male,30,101_5_R
No;painters;workers/Some not;painters;actors,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,NVC,single-choice,syllogistic,male,30,101_6_R
All;scientists;runners/Some;runners;chefs,All;scientists;chefs|All;chefs;scientists|Some;scientists;chefs|Some;chefs;scientists|Some not;scientists;chefs|Some not;chefs;scientists|No;scientists;chefs|No;chefs;scientists|NVC,Some;scientists;chefs,single-choice,syllogistic,male,30,101_7_R
Some;potters;chemists/All;chemists;sailors,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some;potters;sailors,single-choice,syllogistic,male,30,101_8_R
No;therapists;climbers/No;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|No;therapists;skaters|No;skaters;therapists|NVC,NVC,single-choice,syllogistic,male,30,101_9_R
No;nurses;drillers/Some;drillers;actors,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,No;nurses;actors,single-choice,syllogistic,male,30,101_10_R
No;buyers;cyclists/All;cyclists;students,All;buyers;students|All;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|No;buyers;students|No;students;buyers|NVC,No;buyers;students,single-choice,syllogistic,male,30,101_11_R
Some;cleaners;auditors/Some not;auditors;painters,All;cleaners;painters|All;painters;cleaners|Some;cleaners;painters|Some;painters;cleaners|Some not;cleaners;painters|Some not;painters;cleaners|No;cleaners;painters|No;painters;cleaners|NVC,NVC,single-choice,syllogistic,male,30,101_12_R
Some not;scholars;farmers/Some;farmers;assistants,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,NVC,single-choice,syllogistic,male,30,101_13_R
All;editors;florists/Some;editors;soldiers,All;florists;soldiers|All;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|No;florists;soldiers|No;soldiers;florists|NVC,Some;florists;soldiers,single-choice,syllogistic,male,30,101_14_R
All;trainers;architects/No;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|No;trainers;designers|No;designers;trainers|NVC,Some not;trainers;designers,single-choice,syllogistic,male,30,101_15_R
Some not;hikers;drivers/Some;hikers;writers,All;drivers;writers|All;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|No;drivers;writers|No;writers;drivers|NVC,NVC,single-choice,syllogistic,male,30,101_16_R
Some;poets;skaters/Some not;poets;miners,All;skaters;miners|All;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|No;skaters;miners|No;miners;skaters|NVC,NVC,single-choice,syllogistic,male,30,101_17_R
No;surfers;planners/Some;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|No;surfers;artists|No;artists;surfers|NVC,Some not;artists;surfers,single-choice,syllogistic,male,30,101_18_R
Some not;counselors;riders/Some;joggers;counselors,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|No;riders;joggers|No;joggers;riders|NVC,NVC,single-choice,syllogistic,male,30,101_19_R
No;managers;clerks/All;models;managers,All;clerks;models|All;models;clerks|Some;clerks;models|Some;models;clerks|Some not;clerks;models|Some not;models;clerks|No;clerks;models|No;models;clerks|NVC,No;models;clerks,single-choice,syllogistic,male,30,101_20_R
Some not;linguists;divers/All;carpenters;linguists,All;divers;carpenters|All;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|No;divers;carpenters|No;carpenters;divers|NVC,Some not;carpenters;divers,single-choice,syllogistic,male,30,101_21_R
Some not;opticians;boxers/Some not;actuaries;boxers,All;opticians;actuaries|All;actuaries;opticians|Some;opticians;actuaries|Some;actuaries;opticians|Some not;opticians;actuaries|Some not;actuaries;opticians|No;opticians;actuaries|No;actuaries;opticians|NVC,NVC,single-choice,syllogistic,male,30,101_22_R
Some not;gamblers;sculptors/No;bakers;sculptors,All;gamblers;bakers|All;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|NVC,Some not;gamblers;bakers,single-choice,syllogistic,male,30,101_23_R
Some;tutors;butchers/No;tutors;packers,All;butchers;packers|All;packers;butchers|Some;butchers;packers|Some;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|No;butchers;packers|No;packers;butchers|NVC,NVC,single-choice,syllogistic,male,30,101_24_R
No;dancers;typists/Some;dancers;boxers,All;typists;boxers|All;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|No;typists;boxers|No;boxers;typists|NVC,NVC,single-choice,syllogistic,male,30,101_25_R
Some not;analysts;novelists/No;travelers;analysts,All;novelists;travelers|All;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|No;novelists;travelers|No;travelers;novelists|NVC,NVC,single-choice,syllogistic,male,30,101_26_R
Some;swimmers;mayors/Some;cooks;swimmers,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,NVC,single-choice,syllogistic,male,30,101_27_R
No;tellers;climbers/Some not;doctors;tellers,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|No;climbers;doctors|No;doctors;climbers|NVC,NVC,single-choice,syllogistic,male,30,101_28_R
Some;lawyers;athletes/Some not;hunters;lawyers,All;athletes;hunters|All;hunters;athletes|Some;athletes;hunters|Some;hunters;athletes|Some not;athletes;hunters|Some not;hunters;athletes|No;athletes;hunters|No;hunters;athletes|NVC,NVC,single-choice,syllogistic,male,30,101_29_R
No;engineers;campers/Some not;fencers;campers,All;engineers;fencers|All;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|No;engineers;fencers|No;fencers;engineers|NVC,No;engineers;fencers,single-choice,syllogistic,male,30,101_30_R
No;porters;judges/All;porters;brewers,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|No;judges;brewers|No;brewers;judges|NVC,No;judges;brewers,single-choice,syllogistic,male,30,101_31_R
All;jugglers;investors/Some;barbers;investors,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|NVC,Some;barbers;jugglers,single-choice,syllogistic,male,30,101_32_R
Some;bakers;gamblers/Some;bakers;sculptors,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|NVC,NVC,single-choice,syllogistic,male,30,101_33_R
All;drillers;actors/All;nurses;actors,All;drillers;nurses|All;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|No;drillers;nurses|No;nurses;drillers|NVC,All;drillers;nurses,single-choice,syllogistic,male,30,101_34_R
All;joggers;counselors/All;riders;joggers,All;counselors;riders|All;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|No;counselors;riders|No;riders;counselors|NVC,All;riders;counselors,single-choice,syllogistic,male,30,101_35_R
Some;carpenters;linguists/Some not;divers;linguists,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|No;carpenters;divers|No;divers;carpenters|NVC,NVC,single-choice,syllogistic,male,30,101_36_R
All;students;buyers/Some not;cyclists;students,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,Some;cyclists;buyers,single-choice,syllogistic,male,30,101_37_R
All;boxers;actuaries/No;opticians;boxers,All;actuaries;opticians|All;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|NVC,No;opticians;actuaries,single-choice,syllogistic,male,30,101_38_R
Some not;dancers;boxers/Some;typists;boxers,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|No;dancers;typists|No;typists;dancers|NVC,NVC,single-choice,syllogistic,male,30,101_39_R
All;soldiers;florists/Some not;editors;florists,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|No;soldiers;editors|No;editors;soldiers|NVC,NVC,single-choice,syllogistic,male,30,101_40_R
Some;mayors;cooks/All;swimmers;mayors,All;cooks;swimmers|All;swimmers;cooks|Some;cooks;swimmers|Some;swimmers;cooks|Some not;cooks;swimmers|Some not;swimmers;cooks|No;cooks;swimmers|No;swimmers;cooks|NVC,Some;cooks;swimmers,single-choice,syllogistic,male,30,101_41_R
Some;cashiers;waiters/Some;poets;waiters,All;cashiers;poets|All;poets;cashiers|Some;cashiers;poets|Some;poets;cashiers|Some not;cashiers;poets|Some not;poets;cashiers|No;cashiers;poets|No;poets;cashiers|NVC,NVC,single-choice,syllogistic,male,30,101_42_R
Some not;farmers;assistants/No;assistants;scholars,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|No;farmers;scholars|No;scholars;farmers|NVC,NVC,single-choice,syllogistic,male,30,101_43_R
